,Local (|)
1227,951345872.1136404
1228,3004895990.4648647
1229,1379245470.8970437
1230,1635444846.7003567
1231,547088223.6882637
1232,2283090098.631199
1233,1479572569.8794267
1234,851505247.3709958
1235,3146199484.2250924
1236,1625111846.555161
1237,501632629.4459626
1238,3523159946.555389
1239,1606739345.9053154
1240,6189847000.33735
1241,1486383090.271128
1242,425528565.100071
1243,3350786235.457361
1244,169349893.64836022
1245,908432581.4023643
1246,1914431326.7836385
1247,716124424.3321878
1248,1246474783.521859
1249,5130335104.754483
1250,2564383594.9580774
1251,1525077429.8615587
1252,1923800985.0864286
1253,2461510659.4297695
1254,2259503079.63964
1255,6032046065.902338
1256,1159876694.3512385
1257,9410429760.10983
1258,1073306458.832915
1259,2896506511.738411
1260,1183480116.005304
1261,1270469720.6873934
1262,2718957039.392659
1263,4517210270.614608
1264,9669423630.683292
1265,2041350236.0811372
1266,618767704.483908
1267,984713214.1419814
1268,2870746524.870078
1269,2863481403.0318904
1270,2627548616.4103646
1271,811003892.3429627
1272,905770301.0390494
1273,1835979374.294258
1274,887434851.4888945
1275,2138111245.9710574
1276,2163964860.5717773
1277,1430934284.9121244
1278,4317706513.974311
1279,1109543992.2959373
1280,1096783492.011226
1281,1147422502.5176985
1282,2869412197.9854875
1283,3893928002.099301
1284,2733816366.582319
1285,1549067570.164793
1286,3357814959.3545413
1287,5059614953.778799
1288,1718353110.6780672
1289,733669574.5723761
1290,2756823422.608427
1291,1742252292.1929832
1292,3263896804.610233
1293,392905138.483844
1294,3201769511.9032474
1295,1680278027.0851915
1296,996092806.4767553
1297,1391443762.7981768
1298,2616208578.7038636
1299,3678999219.355816
1300,1753939118.0987706
1301,1343090151.6195867
1302,5368668220.078432
1303,249933020.64006618
1304,2050592771.8116245
1305,1606085581.2697012
1306,4398933961.821183
1307,1689341201.6305287
1308,1411496537.5663695
1309,2291518053.9013834
1310,1239978215.7224848
1311,2996741517.341993
1312,4528874829.422954
1313,2865900288.1184535
1314,2614558540.1208344
1315,3236638997.5293283
1316,151034603.69137594
1317,1316438881.1165447
1318,2500257005.396164
1319,2216741318.463048
1320,3374515577.213248
1321,1889129183.3723004
1322,1577633485.7965226
1323,3098160292.384515
1324,2117484053.648126
1325,1023676036.6902723
1326,933470209.5819082
1327,2674575498.463481
