,Difference (+)
818,-0.3797078927301611
819,0.26703856752731175
820,0.017086996833100856
821,-0.7519046402785957
822,-0.2059682848396789
823,-0.4592981676390138
824,0.37267657359447065
825,-0.5210663266209486
826,-0.13322002023045643
827,-0.14454890869143766
828,-0.12093280802645194
829,-0.28822864321919867
830,-0.2162089725200503
831,-0.8493409320211899
832,-0.3859131184627494
833,-0.39817795683126805
834,-0.31727429004014646
835,-0.8589707820275116
836,-0.5149747882304083
837,-0.3034682929332164
838,0.25605003018455674
839,-0.6442733440832945
840,-1.0070924453087335
841,-0.6800902883730822
842,-0.4410457239008739
843,-0.236322044014677
844,-0.46049909962686447
845,0.31858018996207693
846,-0.4831441621356058
847,-0.2610861538447083
848,-0.15764516262772688
849,-0.7831630779592929
850,-0.22978251412640988
851,-0.6906383719811708
852,-0.2582914270634976
853,-0.2836899962848599
854,-0.7288788757788893
855,-0.17153038781101537
856,-0.25762246967806013
857,-0.6607874993872945
858,-0.30381880968690117
859,0.2369770928962306
860,-0.0481719645230225
861,-0.03465087669631229
862,-0.30004181086569853
863,-0.5920843547427111
864,-0.0006371808312928072
865,-0.5966444531311776
866,-0.19747967034084074
867,-0.3563003790069405
868,-0.1349575421756704
869,-0.9024950977169253
870,0.1543843439961281
871,-0.3908639433269719
872,-0.7844337537919969
873,0.3256442822157431
874,-0.37920669709983806
875,-0.6506160328806074
876,-0.3513502005535921
877,-0.6634521031284264
878,-0.39031505165078884
879,-0.2099733200461645
880,0.235357958591994
881,-0.1652906611771339
882,0.06778125709178884
883,-0.10126847944869771
884,-0.2720550910517886
885,-0.5112533340575233
886,-0.005470694945126952
887,-0.5174576879116705
888,-0.11455209262842574
889,-0.3551595570611531
890,-0.41196148654947884
891,-0.6112665915110441
892,-0.28705483757988715
893,-0.3861084234848025
894,-0.052852692764489985
895,0.017233328428209575
896,-0.6902292239836318
897,-0.667712324741091
898,-0.46160057462649123
899,-0.6257714446069607
900,-0.259653731163543
901,-0.28655998206245425
902,-0.3853893856287063
903,-0.32488326375684573
904,-0.2137776353060216
905,0.11141247188678072
906,-0.3965487750322308
907,-0.2048339842722887
908,-0.322658812624875
909,-0.17832422391489874
910,-0.19816667153049944
911,-0.7600501388480732
912,0.054253887400945555
913,-0.316371436883075
914,-0.484576568737684
915,-0.6240925701516891
916,-0.4038464002516633
917,0.12685234035136458
918,-0.10384509600658048
919,-0.7938102567127326
920,-0.3830613411162179
921,-0.8748316858827544
922,-0.09403917405226288
923,-0.11883458156752803
924,-0.40995000395724424
925,0.05467843887736266
926,-0.7564763465159244
927,-0.41593750960691983
928,-0.38283721098594825
929,-0.517387899407707
930,-0.35166435866349816
931,-0.31905087216247374
932,0.006882596055642818
933,-0.3884527674369392
934,-0.06362614237029161
935,-0.15958703516689746
936,-0.5635855461394835
937,0.07950773555110519
938,-0.3059957118444421
939,-0.45445086303017634
940,-0.3326835839239735
941,-0.2290586095480821
942,-0.08349866836452198
943,-0.3226614642548072
944,-0.3607754456155682
945,-0.27645109011669955
946,-0.6667099372712485
947,-0.5030478643598627
948,-0.45660050956136344
949,-0.4475872622819503
950,-0.6367825287895452
951,-0.08697591903955271
952,-0.0953001786745571
953,-0.3533613916154776
954,-0.1038754367017847
955,-0.17773559322933907
956,-0.2957764015654147
957,0.056939110830695
958,-0.03776435803322247
959,-0.6780455966413992
960,-0.36332767427061496
961,-0.03913434204405664
962,-0.1703417303401391
963,0.2576236531324926
964,-0.5126160902044123
965,-0.3410760618646579
966,-0.5958404845731389
967,-0.39405290811727395
968,-0.5161489643794783
969,-0.7546263023967655
970,-0.23455828466914277
971,-0.5933389079004548
972,-0.11336672209774339
973,-0.6159849479778705
974,-0.7680045544962412
975,-0.3035680122905936
976,-0.49708338280675096
977,-0.20431414791799865
978,-0.6014954521887096
979,-0.26503011903106805
980,0.023756630186860896
981,-0.05010019756141203
982,-0.33839973424602104
983,-0.4052817955071224
984,-0.1005629880770465
985,-0.27347534682173885
986,-0.2970355288159295
987,-0.5784010447298549
988,-0.20288989145123407
989,-0.28997943269658355
990,0.011225403017920419
991,0.396841098695308
992,0.14378025908524114
993,-0.06158998379376932
994,-0.6322828223085928
995,-0.5034491239819834
996,-0.6335533621900519
997,-0.09987144331335228
998,-0.15926337715188923
999,0.07621600221852923
1000,-0.19705515285452554
1001,-0.35028360004704995
1002,-0.6788372266956235
1003,-0.310976574268556
1004,-0.3506856147980786
1005,-0.281844352088508
1006,-0.16991947591882825
1007,-0.66187182059056
1008,-0.5171179104311221
1009,0.2665871439227356
1010,-0.4563136125510017
1011,-0.30065789845811713
1012,-0.47509555527399977
1013,-0.32607676499070926
1014,-0.1644077293032953
1015,-0.5120683454438636
1016,-0.24991302070416482
1017,-0.04169444679268253
1018,-0.34672607509560655
1019,-0.4681553777914041
1020,-0.3085578014340182
1021,-0.19001278429333113
1022,-0.3338979947393322
1023,-0.6877793063633606
1024,-0.6977035926294405
1025,-0.27107455311316914
1026,-0.6785932047307192
1027,-0.31621923294490945
1028,-0.33557341063619434
1029,-0.538593107225199
1030,-0.2629955508288321
1031,-0.1218477031623807
1032,-0.48157364809641207
1033,-0.08128610217258238
1034,-0.30729477680514033
1035,-0.08679296921616397
1036,-0.3897913574773086
1037,-0.6183200583131748
1038,-0.22214663177315735
1039,-0.08298551133031759
1040,-0.2995851243630248
1041,0.19187702036732357
1042,-0.12680755686050063
1043,-0.11894744061808754
1044,-0.25583886675235784
