,Difference (+)
1031,2.920297878017192
1032,3.074133650165881
1033,3.0150369703423725
1034,2.9875234590283393
1035,3.196572444923851
1036,3.0199099355028776
1037,3.011753735910774
1038,2.9929061366028398
1039,2.9464941146921153
1040,3.022620267545079
1041,3.164769113579238
1042,3.087744755986264
1043,2.8636200694843374
1044,3.041407571449115
1045,3.0327993460458273
1046,2.898570094457057
1047,2.981767805087703
1048,2.9723566447505365
1049,3.042182765313209
1050,3.0362552166262233
1051,3.0041541812492927
1052,2.9549561535799937
1053,3.1650588841809193
1054,2.9505487295552335
1055,2.941981343053541
1056,3.0977395364776106
1057,2.985115222554297
1058,2.99607578495312
1059,3.045135119603248
1060,3.1917336407836685
1061,3.1136305004806677
1062,2.926937340460941
1063,2.934895526684544
1064,3.1433571298299983
1065,3.131891381675128
1066,3.02058624408189
1067,2.956153151542186
1068,3.063380364310421
1069,2.9987265599921002
1070,2.999412589155263
1071,3.0559125835366743
1072,2.9580971040389783
1073,2.9592436390128714
1074,3.029873947948888
1075,3.0832051270191805
1076,3.04238313373072
1077,3.0122633749127226
1078,3.0746784758751837
1079,2.988100255330382
1080,2.996605832938854
1081,2.966763121823343
1082,3.083302921062323
1083,3.161275657195508
1084,3.063644641252577
1085,3.115197718992052
1086,2.984641749824642
1087,2.9569998848480727
1088,3.125925987031498
1089,3.0842464029779015
1090,3.0404506419425545
1091,2.9997764956171222
1092,3.031016711944318
1093,3.075837560991389
1094,2.920555142471085
1095,3.0416346749834995
1096,3.022238953452776
1097,3.0307007575331455
1098,3.1593361339463057
1099,3.1286292255100703
1100,3.0107207960930378
1101,2.9806950083445614
1102,3.0036447125115737
1103,3.019528676978459
1104,3.0351641195358083
1105,3.003248446162584
1106,3.0385155945128304
1107,3.0108448472843077
1108,3.0102447323588466
1109,2.924408335275922
1110,3.0234462984471233
1111,3.0985677568173617
1112,2.9354072105280995
1113,3.096413070820808
1114,2.9949637328209104
1115,3.0625764184745363
1116,2.941981204954854
1117,3.0849757614371507
1118,3.0061355480039462
1119,3.027738044561051
1120,3.1058299693228015
1121,2.9992287895609056
1122,2.983815185801233
1123,2.983941527509355
1124,3.068819717838748
1125,3.019664849214831
1126,2.9549055154694717
1127,3.0348483261702373
1128,3.0227924870838545
1129,2.9373540766471296
1130,2.9653305790059106
1131,2.989483455610462
1132,3.127215145356811
1133,3.0448508495933497
1134,2.95814299319359
1135,2.977618932159877
1136,2.913010855680513
1137,2.8753469297081673
1138,3.08085718976893
1139,2.92349997982696
1140,3.0116638063290835
1141,2.983362816655335
1142,3.0052881750178764
1143,3.0234114154757434
1144,3.064534672059997
1145,3.0280628292044605
1146,2.916191554633602
1147,2.886411695878166
1148,2.913552315118408
1149,2.968884677317053
1150,3.0570072205626975
1151,2.989912629043595
1152,2.981156962581135
1153,2.984107890297
1154,3.0702963864543347
1155,3.041263892334123
1156,2.888345010124433
1157,3.0168941920649326
1158,3.0304956014361313
1159,3.0254972285037685
1160,2.9705348464852013
1161,2.899729216927143
1162,3.007756056620284
1163,2.9977054493634925
1164,3.0521708749474596
1165,3.103469000033929
1166,3.0107334063309574
1167,3.0002497632383167
1168,3.009253734406871
1169,3.0517226029650066
1170,3.007204817255915
1171,2.9762462465988113
1172,2.9491138253287574
1173,3.0898572748626023
1174,3.017657943182666
1175,3.102316360317721
1176,2.9566768458915766
1177,3.002757251561109
1178,2.942991621292177
1179,2.9553746243493975
1180,3.032181010170033
1181,2.94673640394355
1182,2.9213634695555024
1183,2.917418182324605
1184,2.9728534374444635
1185,3.0235374663833574
1186,3.0374314524929087
1187,3.0094762201445895
1188,3.0277786228626553
1189,3.1855186861453992
1190,2.951983625726204
1191,2.975528150511305
1192,2.9946603225824955
1193,3.08513218985135
1194,2.9849392202376244
1195,2.9724665727362227
1196,2.9871641383368406
1197,2.9747492078430526
1198,2.99119760733905
1199,3.008846500752506
1200,3.031999783911025
1201,3.1710186170960073
1202,2.9532270738651665
1203,2.970380479289634
1204,3.0970815481669223
1205,2.9749326892856667
1206,2.90195701167459
1207,3.0132048831708858
1208,2.957291917582204
1209,2.973326470658337
1210,3.0045900425484584
1211,2.891550944507327
1212,3.0069865855223723
1213,3.0235124157330837
1214,2.9692127116253486
1215,2.9425587211883064
1216,2.926070543976596
1217,2.9493045287489226
1218,2.9262904048450187
1219,2.9877567666890332
1220,3.07950647221768
1221,3.0081249243565993
1222,2.9613892312462813
1223,3.0320519403172956
1224,3.0082871574148324
1225,2.927579389018971
1226,2.952281507105853
1227,2.9670185550139054
1228,2.9459986738385804
1229,3.0451042919066476
1230,3.072389224068223
1231,3.0017338786347816
1232,3.0776165967353215
1233,2.9491848564100462
1234,2.948770126180492
1235,3.012939994686811
1236,3.0076067691315647
1237,3.0209041988058423
1238,3.0100330129193043
1239,3.018774814653018
1240,3.0057084687987135
1241,3.006928936624629
1242,2.9512644089697786
1243,2.9376794369277164
1244,2.9992130894742486
1245,2.9219461647361316
1246,2.995253904373023
1247,2.886531096782311
1248,3.0156519464283447
1249,2.9954692649270562
1250,3.04902810471856
1251,3.0811247838352536
1252,2.9579260193671173
1253,3.0155472297616193
1254,2.923226656165934
1255,3.054620725638498
1256,2.97878556284265
1257,3.004966269910353
1258,3.0524550367181145
1259,3.0225378644184366
1260,3.0463718673653855
1261,2.9503828579833837
1262,3.0278262545881582
1263,2.9983789597198807
1264,3.001317361400337
1265,3.005189222614223
1266,3.0614782943220145
1267,3.0004740190933075
1268,2.9357462850621134
1269,3.053263445948098
1270,3.0492723441333536
1271,2.969127116902972
1272,3.0111959735353353
1273,2.9452814561577934
1274,2.9172107457803667
1275,3.016288651399513
1276,2.998512684232138
1277,2.987736902059573
1278,2.9277992385190026
1279,3.0563486755159532
1280,3.0895260408643237
1281,2.995883755483872
1282,2.969517529382172
1283,2.914271300989797
1284,3.0278233356064623
1285,2.88306151179216
1286,2.9962630124092184
1287,3.004211442812318
1288,3.0701203598784166
1289,2.997385466504249
1290,3.0022334555573225
1291,2.9129564164481674
1292,2.9448347362418463
1293,2.935967377819251
1294,2.9971560585470343
1295,3.1124948864382143
1296,3.0497075451523905
1297,2.9288245887336437
1298,3.0306955873963877
1299,2.950306916725072
1300,2.960954901382812
1301,2.9435629042052214
1302,3.0121474919907096
1303,2.8849400399878187
