,Local (+)
734,4.825625657692307
735,4.6510301892459935
736,4.804777863721681
737,4.96576848635937
738,4.939135596633613
739,5.1690169365081875
740,4.796901456256868
741,5.06836119768358
742,5.145676563306232
743,4.6550144649352525
744,4.916179324365482
745,5.001639896466462
746,4.754013598246621
747,4.878269446428345
748,4.893500857712978
749,4.564633499136937
750,5.023893567265826
751,4.747085859364767
752,4.809250639979201
753,4.943882300892003
754,4.872626075896278
755,4.864025138467102
756,4.8300566674114185
757,4.629144554692081
758,4.8914911378905455
759,4.904968245422866
760,4.643889214534552
761,5.148760228842262
762,4.798280624947122
763,5.285091798118203
764,5.024556854568727
765,4.804918908240119
766,5.0627648066965545
767,4.659684936440992
768,5.097715361237349
769,4.865543214028491
770,4.888410630512433
771,4.832099033735646
772,4.867523656462601
773,4.805022705709787
774,4.768664988069198
775,4.921477219750052
776,4.981620351592624
777,4.7176463480953705
778,4.608228384119634
779,4.776595345759382
780,4.945992017898923
781,4.936552731743208
782,4.712977914462495
783,4.9352036081624115
784,4.747036118081331
785,4.706141141178227
786,4.663020415676549
787,5.039038468747757
788,5.119980450288901
789,4.924921219689003
790,5.0133496519155445
791,5.079867404242465
792,4.72997760846789
793,4.782274930219155
794,4.87186387391564
795,4.86064130918181
796,4.95030727868755
797,4.86727152012811
798,5.132583738909029
799,5.059405043612143
800,4.876780720300307
801,5.001159929648909
802,4.9267838416064365
803,5.071582074409032
804,5.059907386330366
805,5.155123550656103
806,4.977749077035473
807,4.930068223672904
808,5.177851740835351
809,5.206892940811353
810,5.021191677042739
811,4.893519455765782
812,4.844359758574715
813,4.959303512531228
814,5.232679644583907
815,4.908796362821424
816,4.8957202402223645
817,5.138702829308484
818,4.822525536986114
819,5.16918488421162
820,5.057776979852933
821,4.8505528688030655
822,5.078301730769014
823,5.069109316198754
824,4.914701816143299
825,5.050158489792007
826,5.47911307631067
827,4.878323698393803
828,4.81268522696259
829,5.169647121964665
830,4.8478093367405855
831,4.920976005092042
832,5.026703651198426
833,5.1056621160325575
834,5.15764794313294
835,4.933952908278676
836,5.14855944675951
837,5.112785071711089
838,5.1381745549773905
839,5.1035727314015755
840,5.114619007204337
841,5.160269226779153
842,5.116436402067756
843,4.940275849988441
844,4.89536428590837
845,5.151422243808589
846,5.280375106795815
847,4.961365420651633
848,4.860594971106871
849,5.181512303529342
850,5.1793626959878685
851,5.314353034656844
852,5.104368902377439
853,5.071455648547923
854,5.001056777730344
855,5.104454422224564
856,5.082582132428558
857,5.298687582276469
858,5.07849667835254
859,5.131681375030281
860,5.049811817954387
861,5.249043833378397
862,5.127887125951281
863,4.758292454678793
864,5.169812399515537
865,4.880706777893786
866,5.242599714283297
867,4.832681683783972
868,5.069350862839311
869,4.96902167365846
870,5.160764544308585
871,4.866897163899187
872,5.278038712167708
873,5.143608330647519
874,5.159384591827982
875,4.946889769291274
876,5.0808507074220985
877,5.146440114398334
878,5.078331278459373
879,5.062054525811546
880,4.998857099995384
881,5.098691742095245
882,5.130307289756106
883,5.1139569695751925
884,4.981686363997426
885,5.154664039770644
886,5.042051102209733
887,5.334125508210784
888,5.146598749811048
889,5.154941178861915
890,5.055964139061986
891,5.230717520785724
892,4.989471760586636
893,4.869174079370037
894,5.065689945755592
895,5.069898239533068
896,5.166863374884573
897,5.012024385701781
898,5.242921071937339
899,4.838394128763819
900,5.027283402203192
901,5.027160468433711
902,5.146499385633775
903,5.207546059600138
904,5.113088338108608
905,5.227310007696455
906,5.004141084804761
907,5.353542126010836
908,5.184536481226867
909,5.239057514360522
910,5.332657715018167
911,5.040702862661781
912,5.136146609181732
913,5.268095539776553
914,5.0900425241618885
915,5.1569858748619435
916,5.348366871382975
917,4.979722780719148
918,5.219505008643327
919,4.918101999347815
920,5.1482969966841505
921,5.1349214804818795
922,5.151038738998154
923,5.238462093409815
924,4.926854699648102
925,4.903879687867011
926,5.319906044102282
927,4.858489446100937
928,5.061025179832141
929,5.1979417208828105
930,5.06522689885104
931,5.377261161973009
932,5.040550534693276
933,5.201610657098083
934,5.011615575866706
935,5.130866955901134
936,5.205618193943151
937,5.054668300778431
938,5.3620632608133585
939,5.09985866764552
940,4.806080495228259
941,5.30142634874255
942,5.148787333872072
943,4.825972060145234
944,5.100826953519504
945,5.094926124406419
946,5.314204469761881
947,5.034632403434966
948,5.114140009485386
949,5.15116520642896
950,5.159430610937262
951,4.923812152236365
952,5.412324627054002
953,5.073903078433016
954,5.113385535874025
955,5.302379263021847
956,5.124072267004547
957,4.815207062938081
958,5.145127813609762
959,5.584036709681283
960,5.319688166474176
961,5.00285115127954
962,5.035754810074261
963,5.199000809634841
964,5.232900820714975
965,4.965873724819139
966,5.184683251417037
967,5.322848949532645
968,5.29992327569967
969,5.194679808899513
970,5.289430181336682
971,5.169710313595773
972,5.36343489894759
973,5.26958634443214
